id,x,y,size,frame,track,ignore,track_fixed
7,1072.6958146487295,112.898355754858,1338,13,6,FALSE,6
8,986.1948470209339,106.07809983896941,1242,13,8,FALSE,8
1,629.3629173989456,881.804920913884,1138,14,1,FALSE,1
2,1056.132394366197,656.5483568075117,1065,14,2,FALSE,2
3,507.62054120541205,375.779827798278,1626,14,3,FALSE,3
4,1376.9612188365652,334.33795013850414,1444,14,5,FALSE,5
5,1183.9073414112615,209.25231646471846,1403,14,4,FALSE,4
6,746.3978181818181,152.91563636363637,1375,14,7,FALSE,7
7,1076.1531531531532,108.11636636636636,1332,14,6,FALSE,6
8,987.7733870967742,105.68467741935484,1240,14,8,FALSE,8
1,629.1713532513181,881.8796133567663,1138,15,1,FALSE,1
2,1056.133895131086,656.5421348314607,1068,15,2,FALSE,2
3,507.6533004318322,375.7538556446638,1621,15,3,FALSE,3
4,1376.881051175657,334.00899031811895,1446,15,5,FALSE,5
5,1176.3679715302492,217.85622775800712,1405,15,4,FALSE,4
6,755.353579175705,153.33188720173536,1383,15,7,FALSE,7
7,1075.7043010752689,103.57910906298002,1302,15,6,FALSE,6
8,989.0186234817813,105.8744939271255,1235,15,8,FALSE,8
1,629.1722319859402,881.8514938488577,1138,16,1,FALSE,1
2,1056.129213483146,656.5299625468165,1068,16,2,FALSE,2
3,507.60135551447934,375.77017868145407,1623,16,3,FALSE,3
4,1376.9100346020762,333.8256055363322,1445,16,5,FALSE,5
5,1172.5437722419929,223.71672597864767,1405,16,4,FALSE,4
6,764.2807525325615,151.082489146165,1382,16,7,FALSE,7
7,1076.6784107946028,101.98125937031485,1334,16,6,FALSE,6
8,989.1122864117168,106.49227013832385,1229,16,8,FALSE,8
1,629.100700525394,881.8450087565674,1142,17,1,FALSE,1
2,1056.1364485981308,656.518691588785,1070,17,2,FALSE,2
3,507.6057810578106,375.7250922509225,1626,17,3,FALSE,3
4,1376.9372413793103,333.8586206896552,1450,17,5,FALSE,5
5,1158.4236804564907,223.69186875891583,1402,17,4,FALSE,4
6,778.1333333333333,150.82007168458782,1395,17,7,FALSE,7
7,1075.6373707533235,101.40103397341211,1354,17,6,FALSE,6
8,990.0113728675873,107.5718927701056,1231,17,8,FALSE,8
1,629.0643738977072,881.8553791887125,1134,18,1,FALSE,1
2,1056.1253507951355,656.5201122544435,1069,18,2,FALSE,2
3,507.53134698944757,375.8050900062073,1611,18,3,FALSE,3
4,1376.7059639389736,333.379334257975,1442,18,5,FALSE,5
5,1149.9577464788733,224.3556338028169,1420,18,4,FALSE,4
6,791.2237960339943,148.5169971671388,1412,18,7,FALSE,7
7,1072.2065136935603,102.63434492968172,1351,18,6,FALSE,6
8,990.4244663382594,109.4384236453202,1218,18,8,FALSE,8
1,628.6342957130358,882.0568678915135,1143,19,1,FALSE,1
2,1056.117041198502,656.5252808988764,1068,19,2,FALSE,2
3,507.50840074673306,375.61916614810207,1607,19,3,FALSE,3
4,1376.6203059805284,333.1557719054242,1438,19,5,FALSE,5
5,1142.849315068493,216.77191780821917,1460,19,4,FALSE,4
6,800.7546494992847,142.68884120171674,1398,19,7,FALSE,7
7,1068.8185873605948,103.76282527881041,1345,19,6,FALSE,6
8,991.042345276873,112.00081433224756,1228,19,8,FALSE,8
1,628.6543859649123,881.8745614035088,1140,20,1,FALSE,1
2,1056.1242990654205,656.4887850467289,1070,20,2,FALSE,2
3,507.40574282147315,375.58489388264667,1602,20,3,FALSE,3
4,1376.461057023644,332.65994436717665,1438,20,5,FALSE,5
5,1128.774125874126,207.006993006993,1430,20,4,FALSE,4
6,807.9041193181819,136.2478693181818,1408,20,7,FALSE,7
7,1067.4935459377373,107.43432042520881,1317,20,6,FALSE,6
8,991.1465020576131,114.57366255144034,1215,20,8,FALSE,8
1,628.4168888888889,881.9182222222222,1125,21,1,FALSE,1
2,1056.1353874883287,656.4873949579832,1071,21,2,FALSE,2
3,507.5075187969925,375.1359649122807,1596,21,3,FALSE,3
4,1376.3147632311977,332.55640668523677,1436,21,5,FALSE,5
5,1116.5199719691661,194.92361597757534,1427,21,4,FALSE,4
6,822.9256080114449,133.7653791130186,1398,21,7,FALSE,7
7,1064.7248475609756,108.60518292682927,1312,21,6,FALSE,6
8,989.5937755937756,117.57084357084356,1221,21,8,FALSE,8
1,628.2452999104745,883.1405550581916,1117,22,1,FALSE,1
2,1055.9033492822966,656.7186602870813,1045,22,2,FALSE,2
3,507.3683229813665,374.3186335403727,1610,22,3,FALSE,3
4,1376.4579242636746,331.37026647966337,1426,22,5,FALSE,5
5,1107.4791666666667,177.34166666666667,1440,22,4,FALSE,4
6,833.6723768736616,131.21341898643826,1401,22,7,FALSE,7
7,988.4721065778518,120.64113238967528,1201,22,8,FALSE,8
8,1062.1270459859704,107.31956352299298,1283,22,6,FALSE,6
1,627.657633242999,883.1553748870822,1107,23,1,FALSE,1
2,1056.1162570888469,656.9990548204158,1058,23,2,FALSE,2
3,507.1408891671885,375.2417031934878,1597,23,3,FALSE,3
4,1376.1744591765528,332.4870900209351,1433,23,5,FALSE,5
5,1093.686524822695,171.55460992907803,1410,23,4,FALSE,4
6,988.1654381654382,129.00819000819,1221,23,8,FALSE,8
7,847.6011519078473,124.58243340532758,1389,23,7,FALSE,7
8,1060.0663544106167,109.3239656518345,1281,23,6,FALSE,6
1,626.6929982046679,884.5,1114,24,1,FALSE,1
2,1056.1152030217186,657.7252124645893,1059,24,2,FALSE,2
3,506.89818863210496,374.4665833853841,1601,24,3,FALSE,3
4,1375.8837535014006,331.8186274509804,1428,24,5,FALSE,5
5,1080.318553888131,164.36084583901774,1466,24,4,FALSE,4
6,991.7469287469288,131.64373464373463,1221,24,8,FALSE,8
7,856.472885032538,119.94577006507592,1383,24,7,FALSE,7
8,1058.0530007794232,106.17225253312549,1283,24,6,FALSE,6
1,626.3275705186534,884.6296633303002,1099,25,1,FALSE,1
2,1056.0863039399624,656.453095684803,1066,25,2,FALSE,2
3,506.9748585795097,373.85229415461976,1591,25,3,FALSE,3
4,1376.1503496503497,330.5272727272727,1430,25,5,FALSE,5
5,1079.2170272156316,163.67480809490579,1433,25,4,FALSE,4
6,992.2848979591837,136.2473469387755,1225,25,8,FALSE,8
7,872.114161849711,117.63656069364161,1384,25,7,FALSE,7
8,1052.4888375673595,102.50038491147036,1299,25,6,FALSE,6
1,625.2183803457689,885.189262966333,1099,26,1,FALSE,1
2,1056.0948356807512,656.0516431924883,1065,26,2,FALSE,2
3,507.09910485933506,373.83503836317135,1564,26,3,FALSE,3
4,1375.5612316305107,330.1154653603919,1429,26,5,FALSE,5
5,1079.6623018607856,164.723638869745,1451,26,4,FALSE,4
6,990.8403990024938,138.29177057356608,1203,26,8,FALSE,8
7,882.2193362193362,111.83621933621933,1386,26,7,FALSE,7
8,1048.0514988470406,98.63182167563413,1301,26,6,FALSE,6
1,623.9946043165468,885.9946043165468,1112,27,1,FALSE,1
2,1056.0835680751175,656.4488262910799,1065,27,2,FALSE,2
3,506.9181472081218,373.6852791878173,1576,27,3,FALSE,3
4,1374.809756097561,330.1094076655052,1435,27,5,FALSE,5
5,1078.113181504486,166.2111801242236,1449,27,4,FALSE,4
6,989.2744610281924,140.9402985074627,1206,27,8,FALSE,8
7,893.8368382886149,101.0195794053662,1379,27,7,FALSE,7
8,1042.3273855702096,97.42591155934834,1289,27,6,FALSE,6
1,623.0895255147717,886.8218442256043,1117,28,1,FALSE,1
2,1056.109022556391,656.3411654135339,1064,28,2,FALSE,2
3,507.94128908742823,374.3580089342693,1567,28,3,FALSE,3
5,1375.624826629681,331.1664355062413,1442,28,5,FALSE,5
6,1077.59169550173,165.94948096885813,1445,28,4,FALSE,4
7,987.96926910299,141.46677740863788,1204,28,8,FALSE,8
8,902.6997792494482,102.2766740250184,1359,28,7,FALSE,7
9,1035.1304006284367,96.58208955223881,1273,28,6,FALSE,6
1,622.426273458445,886.0607685433423,1119,29,1,FALSE,1
2,1056.1376060320451,656.2799245994345,1061,29,2,FALSE,2
3,508.0533829919305,375.5909373060211,1611,29,3,FALSE,3
4,1377.9017301038061,333.5695501730104,1445,29,5,FALSE,5
5,1076.2829403606102,166.61303744798892,1442,29,4,FALSE,4
6,986.1212871287129,144.21782178217822,1212,29,8,FALSE,8
7,916.5076252723312,108.45388525780683,1377,29,7,FALSE,7
8,1029.464230171073,96.88491446345256,1286,29,6,FALSE,6
1,622.3646209386281,885.6841155234657,1108,30,1,FALSE,1
2,1056.1470311027333,656.2997172478794,1061,30,2,FALSE,2
3,507.6042314872433,375.2140634723086,1607,30,3,FALSE,3
4,1379.999309392265,335.9979281767956,1448,30,5,FALSE,5
5,1075.3256944444445,163.47569444444446,1440,30,4,FALSE,4
6,983.3073047858942,145.53064651553316,1191,30,8,FALSE,8
7,921.984649122807,113.19809941520468,1368,30,7,FALSE,7
8,1021.0613354037267,93.87655279503106,1288,30,6,FALSE,6
1,621.892952720785,885.1079393398751,1121,31,1,FALSE,1
2,1056.0085388994307,656.1024667931689,1054,31,2,FALSE,2
3,507.6700188560654,375.2985543683218,1591,31,3,FALSE,3
4,1379.7859624739403,340.13968033356497,1439,31,5,FALSE,5
5,1073.154794520548,162.21986301369864,1460,31,4,FALSE,4
6,978.9468954248366,151.54656862745097,1224,31,8,FALSE,8
7,923.3711634546752,116.5496074232691,1401,31,7,FALSE,7
8,1015.4976708074535,90.88664596273291,1288,31,6,FALSE,6
1,621.03033006244425,885.2569134701159,1121,32,1,FALSE,1
2,1056.141651031895,656.4484052532833,1066,32,2,FALSE,2
3,507.58594730238394,375.37013801756586,1594,32,3,FALSE,3
4,1382.2815533980583,341.6504854368932,1442,32,5,FALSE,5
5,1072.7618055555556,161.60416666666666,1440,32,4,FALSE,4
6,978.4490472245236,153.70173985086993,1207,32,8,FALSE,8
7,923.1547788873039,117.651212553495,1402,32,7,FALSE,7
8,1009.7884914463452,88.1601866251944,1286,32,6,FALSE,6
1,620.4163701067615,885.3950177935943,1124,33,1,FALSE,1
2,1056.150234741784,656.4507042253521,1065,33,2,FALSE,2
3,507.70068027210885,375.34879406307977,1617,33,3,FALSE,3
4,1383.9685314685314,341.586013986014,1430,33,5,FALSE,5
5,1072.1797202797202,161.92797202797203,1430,33,4,FALSE,4
6,977.03746877602,157.40549542048294,1201,33,8,FALSE,8
7,923.2707142857142,119.02357142857143,1400,33,7,FALSE,7
8,1000.7139479905437,89.93144208037825,1269,33,6,FALSE,6
1,619.6284941388639,885.2966636609558,1109,34,1,FALSE,1
2,1056.1523988711194,656.3264346190028,1063,34,2,FALSE,2
3,507.657780533168,375.47365158090514,1613,34,3,FALSE,3
4,1386.9269624573378,345.0027303754266,1465,34,5,FALSE,5
5,974.7319502074689,160.50373443983403,1205,34,8,FALSE,8
6,1069.4558204768584,159.6030855539972,1426,34,4,FALSE,4
7,924.0476868327402,119.93523131672598,1405,34,7,FALSE,7
8,990.5973312401884,90.42229199372056,1274,34,6,FALSE,6
1,618.8851717902351,885.1392405063291,1106,35,1,FALSE,1
2,1056.1357210179076,656.3298774740811,1061,35,2,FALSE,2
3,507.6070763500931,375.6132836747362,1611,35,3,FALSE,3
4,1387.757472826087,345.8328804347826,1472,35,5,FALSE,5
5,972.8255813953489,162.9235880398671,1204,35,8,FALSE,8
6,1064.9524142757173,156.51294611616515,1429,35,4,FALSE,4
7,924.5028735632184,121.71408045977012,1392,35,7,FALSE,7
8,983.8729540140296,86.28137178487918,1283,35,6,FALSE,6
1,618.4518451845184,885.6516651665166,1111,36,1,FALSE,1
2,1056.1057601510859,656.2653446647781,1059,36,2,FALSE,2
3,507.5582554517134,375.4685358255452,1605,36,3,FALSE,3
4,1387.694368131868,347.4223901098901,1456,36,5,FALSE,5
5,972.2433333333333,168.11,1200,36,8,FALSE,8
6,1057.7563025210084,155.73529411764707,1428,36,4,FALSE,4
7,924.8454873646209,122.74873646209386,1385,36,7,FALSE,7
8,971.5625,80.7854938271605,1296,36,6,FALSE,6
1,617.2586975914362,885.7484388938448,1121,37,1,FALSE,1
2,1056.132075471698,656.3132075471698,1060,37,2,FALSE,2
3,507.5658385093168,375.7167701863354,1610,37,3,FALSE,3
4,1388.7896907216495,349.6721649484536,1455,37,5,FALSE,5
5,972.392769104355,171.1035332785538,1217,37,8,FALSE,8
6,1048.3422913719944,154.89038189533238,1414,37,4,FALSE,4
7,923.0630891950689,127.18129079042785,1379,37,7,FALSE,7
8,964.3796875,79.51875,1280,37,6,FALSE,6
1,616.5823008849558,885.70796460177,1130,38,1,FALSE,1
2,1056.1474480151228,656.31190926276,1058,38,2,FALSE,2
3,507.5195288282703,375.7011779293242,1613,38,3,FALSE,3
4,1389.5628415300546,352.29234972677597,1464,38,5,FALSE,5
5,972.8706265256305,171.7046379170057,1229,38,8,FALSE,8
6,1043.9402670414618,150.1995783555868,1423,38,4,FALSE,4
7,921.0437589670014,130.025824964132,1394,38,7,FALSE,7
8,950.2261812548412,82.42680092951201,1291,38,6,FALSE,6
1,615.1078947368421,884.8324561403509,1140,39,1,FALSE,1
2,1056.1443396226416,656.3320754716981,1060,39,2,FALSE,2
3,507.5491293532338,375.7549751243781,1608,39,3,FALSE,3
4,1389.591030789826,353.9370816599732,1494,39,5,FALSE,5
5,973.8336092715232,172.67384105960264,1208,39,8,FALSE,8
6,1037.5379790940767,145.42787456445993,1435,39,4,FALSE,4
7,916.622998544396,132.55967976710335,1374,39,7,FALSE,7
8,940.1731066460587,82.50386398763524,1294,39,6,FALSE,6
1,614.75311942959,883.4215686274509,1122,40,1,FALSE,1
2,1056.1357210179076,656.3298774740811,1061,40,2,FALSE,2
3,507.6,375.60185185185185,1620,40,3,FALSE,3
4,1389.8241610738255,353.8469798657718,1490,40,5,FALSE,5
5,976.7699260476581,172.63105998356613,1217,40,8,FALSE,8
6,1026.9795630725864,131.83650458069062,1419,40,4,FALSE,4
7,916.6168973051712,136.6125273124545,1373,40,7,FALSE,7
8,925.8600760456274,76.32471482889734,1315,40,6,FALSE,6
1,614.3477876106194,882.7902654867256,1130,41,1,FALSE,1
2,1056.1510859301227,656.3371104815864,1059,41,2,FALSE,2
3,507.58947368421053,375.67058823529413,1615,41,3,FALSE,3
4,1390.9498997995993,354.6760187040748,1497,41,5,FALSE,5
5,980.2706645056726,172.50405186385737,1234,41,8,FALSE,8
6,916.8242647058823,140.00735294117646,1360,41,7,FALSE,7
7,1024.5733240223465,124.09357541899442,1432,41,4,FALSE,4
8,913.8641005498822,78.0306362922231,1273,41,6,FALSE,6
1,614.1410601976639,882.4321653189578,1113,42,1,FALSE,1
2,1056.1358490566038,656.3830188679245,1060,42,2,FALSE,2
3,507.6077210460772,375.7914072229141,1606,42,3,FALSE,3
4,1391.6260928043039,355.22326832548754,1487,42,5,FALSE,5
5,983.4391619661563,172.682514101531,1241,42,8,FALSE,8
6,915.9881393624908,142.92068198665677,1349,42,7,FALSE,7
7,1024.333100069979,118.64870538838349,1429,42,4,FALSE,4
8,899.7490465293669,76.60183066361556,1311,42,6,FALSE,6
1,613.5233892321271,881.8932038834952,1133,43,1,FALSE,1
2,1056.114691943128,656.8075829383886,1055,43,2,FALSE,2
3,507.75795383655645,375.7386150966937,1603,43,3,FALSE,3
4,1392.006008010681,355.43658210947933,1498,43,5,FALSE,5
5,985.6869009584665,171.20127795527156,1252,43,8,FALSE,8
6,915.5132743362832,144.42256637168143,1356,43,7,FALSE,7
7,1022.4776632302405,112.5298969072165,1455,43,4,FALSE,4
8,895.0866318147872,76.99253174010455,1339,43,6,FALSE,6
1,612.7194371152154,880.561125769569,1137,44,1,FALSE,1
2,1056.1397544853635,656.6062322946176,1059,44,2,FALSE,2
3,507.75,375.55388471177946,1596,44,3,FALSE,3
4,1392.0408847184985,355.57238605898124,1492,44,5,FALSE,5
5,987.2758620689655,168.66078588612672,1247,44,8,FALSE,8
6,917.0525147928994,145.2226331360947,1352,44,7,FALSE,7
7,1018.3291753291753,109.63617463617463,1443,44,4,FALSE,4
8,885.3897002305919,74.69715603382014,1301,44,6,FALSE,6
1,612.205985915493,878.4366197183099,1136,45,1,FALSE,1
2,1056.1740357478834,656.5023518344309,1063,45,2,FALSE,2
3,507.69056603773583,375.33962264150944,1590,45,3,FALSE,3
4,1392.184263618023,355.9058507061197,1487,45,5,FALSE,5
5,988.3803827751196,166.12519936204146,1254,45,8,FALSE,8
6,919.2387950036738,145.33357825128581,1361,45,7,FALSE,7
7,1014.1566433566434,108.7979020979021,1430,45,4,FALSE,4
8,874.4323308270676,75.58195488721805,1330,45,6,FALSE,6
1,610.4641577060931,875.7025089605735,1116,46,1,FALSE,1
2,1056.1478342749529,656.6167608286253,1062,46,2,FALSE,2
3,507.6340694006309,375.45741324921136,1585,46,3,FALSE,3
4,1392.084175084175,356.16026936026935,1485,46,5,FALSE,5
5,989.318759936407,165.4403815580286,1258,46,8,FALSE,8
6,923.7978102189782,146.0094890510949,1370,46,7,FALSE,7
7,1012.1239316239316,110.31339031339031,1404,46,4,FALSE,4
8,861.8203309692672,82.27974783293932,1269,46,6,FALSE,6
1,608.6485765124555,872.1592526690391,1124,47,1,FALSE,1
2,1056.1545711592837,656.8058435438265,1061,47,2,FALSE,2
3,507.61451104100945,375.46246056782337,1585,47,3,FALSE,3
4,1391.9672240802677,356.4936454849498,1495,47,5,FALSE,5
5,990.1809523809524,165.61666666666667,1260,47,8,FALSE,8
6,928.1788559015206,148.1578566256336,1381,47,7,FALSE,7
7,1007.4606741573034,114.36938202247191,1424,47,4,FALSE,4
8,852.7503840245776,87.37557603686636,1302,47,6,FALSE,6
1,605.5198938992042,867.9372236958444,1131,48,1,FALSE,1
2,1056.1545711592837,656.8058435438265,1061,48,2,FALSE,2
3,507.6244486452426,375.40516698172655,1587,48,3,FALSE,3
4,1391.9204545454545,356.67580213903744,1496,48,5,FALSE,5
5,993.2427107959023,165.7076438140268,1269,48,8,FALSE,8
6,928.2140248356465,149.21037253469686,1369,48,7,FALSE,7
7,1007.0290456431535,117.84854771784232,1446,48,4,FALSE,4
8,844.7891849529781,92.21551724137932,1276,48,6,FALSE,6
1,601.208703374778,866.2291296625222,1126,49,1,FALSE,1
2,1056.1632075471698,656.7849056603774,1060,49,2,FALSE,2
3,507.62366268093143,375.3996224040277,1589,49,3,FALSE,3
4,1391.8847184986596,356.6930294906166,1492,49,5,FALSE,5
5,998.2391304347826,166.26650563607086,1242,49,8,FALSE,8
6,927.1802796173657,152.4289919058131,1359,49,7,FALSE,7
7,1007.8895877009085,120.62962962962963,1431,49,4,FALSE,4
8,837.9871504157219,98.92441421012849,1323,49,6,FALSE,6
1,595.9302325581396,861.8703041144902,1118,50,1,FALSE,1
2,1056.1322701688555,656.6041275797373,1066,50,2,FALSE,2
3,507.62484237074403,375.36696090794453,1586,50,3,FALSE,3
4,1391.7588985896575,356.8891873740766,1489,50,5,FALSE,5
5,1004.5634599838319,166.0501212611156,1237,50,8,FALSE,8
6,927.9060258249641,158.81635581061693,1394,50,7,FALSE,7
7,1008.6786723163842,126.73516949152543,1416,50,4,FALSE,4
8,827.3155452436195,112.32714617169374,1293,50,6,FALSE,6
1,591.266309204647,856.8668453976765,1119,51,1,FALSE,1
2,1056.1322701688555,656.6041275797373,1066,51,2,FALSE,2
3,507.5031486146096,375.42758186397987,1588,51,3,FALSE,3
4,1391.75117370892,357.05164319248826,1491,51,5,FALSE,5
5,1013.5966046887631,164.79547291835084,1237,51,8,FALSE,8
6,927.275,162.15073529411765,1360,51,7,FALSE,7
7,819.5189393939394,119.59621212121212,1320,51,6,FALSE,6
8,1009.0273492286115,129.28892005610098,1426,51,4,FALSE,4
1,589.2952898550725,853.4375,1104,52,1,FALSE,1
2,1056.1237113402062,656.584817244611,1067,52,2,FALSE,2
3,507.48150470219434,375.5899686520376,1595,52,3,FALSE,3
4,1391.7328859060403,357.03489932885907,1490,52,5,FALSE,5
5,1024.22009569378,165.75996810207337,1254,52,8,FALSE,8
6,927.1361954108069,165.29607698001482,1351,52,7,FALSE,7
7,805.7794911333847,122.45952197378566,1297,52,6,FALSE,6
8,1006.4748953974895,130.59832635983264,1434,52,4,FALSE,4
1,584.7675478577939,851.6709206927985,1097,53,1,FALSE,1
2,1056.1237113402062,656.584817244611,1067,53,2,FALSE,2
3,507.5572327044025,375.2748427672956,1590,53,3,FALSE,3
4,1391.7328859060403,357.03489932885907,1490,53,5,FALSE,5
5,927.3071895424837,168.97821350762527,1377,53,7,FALSE,7
6,1036.0978964401295,164.44660194174756,1236,53,8,FALSE,8
7,1006.743876836949,131.53673897830652,1429,53,4,FALSE,4
8,794.7355623100304,122.7515197568389,1316,53,6,FALSE,6
1,581.166819431714,850.4335472043996,1091,54,1,FALSE,1
2,1056.139774859287,656.6294559099437,1066,54,2,FALSE,2
3,507.5749370277078,375.2978589420655,1588,54,3,FALSE,3
4,1391.7975790181574,357.0195023537323,1487,54,5,FALSE,5
5,927.1169117647058,170.49117647058824,1360,54,7,FALSE,7
6,1051.2463768115942,163.56763285024155,1242,54,8,FALSE,8
7,782.1508422664625,132.09111791730476,1306,54,6,FALSE,6
8,1003.4886524822695,135.3560283687943,1410,54,4,FALSE,4
1,579.9413988657845,850.7296786389414,1058,55,1,FALSE,1
2,1056.139774859287,656.6294559099437,1066,55,2,FALSE,2
3,507.5652173913044,375.31632010081915,1587,55,3,FALSE,3
4,1391.8792756539235,357.01542588866533,1491,55,5,FALSE,5
5,932.2516753536858,174.0945644080417,1343,55,7,FALSE,7
